Category,Conductivity (MSm-1),Density (g cm-3),Specific Conductivity (kS m2/kg),Electrical Anisotropy,Alignment figure of merit,Alignment method,Alignment FWHM,FWHM type,Raman G:D,Raman wavelength,(10^-12)*G:D λ^4,Doped or Acid Exposure (Yes/ No),Tensile Strength (MPa),Specific Strength (N/Tex),Young's Modulus (GPa),Uber Parameter,Specific Uber Parameter,CNT Diameter (nm),Plottable CNT Diameter (nm),Date Entered and Checked,Notes,Year,Production Process,Post Process,Intentionally added intercalation dope,Host Conductivity (MSm-1),Sorted Status,Bulk Fiber Diameter (microns),G Peak Position (cm-1),Thermal Conductivity (W/(m K)),T Star (K),R value at lowest temp,R value at 4.2 K,R value at 10 K,R value at 77 K,R value at 300 K,R(300K)/R(4.2K),R(300K)/R(10K),Reference,Log Conductivity,Log Density,Log Specific Conductivity,Log Tensile Strength,Log Specific Strength,Log Youngs Modulus,Log Raman G:D Ratio,Log Raman (10^-12)*G:D λ^4,Log CNT Diameter,Log Fiber Diameter,Log Thermal Conductivity,Log (R(300K)/R(4.2)),Log (R(300K)/R(10)),Log Host Conductivity,Ampacity Measurement Config,Medium 1,Substrate,Absolute I max (mA),Absolute J max (A/m2),Specific J max (mA/tex),Absolute J failure (A/m2,Specific J failure (mA/tex),Breakdown Temp (oC),Medium 2,Substrate 2,Absolute I max (mA).1,Absolute J max (A/m2).1,Specific J max (mA/tex).1,Absolute J failure (A/m2.1,Specific J failure (mA/tex).1,Probe separation for Electrical conductivity (microns),Probe separation for Ampacity (microns),Notes on ampacity,Substrate for ampacity (Yes/No),Notes on substrate,Log (Jmax in Air (A/m2)),Log (Jmax in Vacuum(A/m2)),Bulk fibre diameter (nm),Log (Bulk fibre diameter (nm)),Effective diameter for ampacity (nm),Log (Effective diameter for ampacity (nm)),Notes on diameter,Category 2,Diameter Regime,Log (Probe separation for ampacity (microns)),Probe separation regime
Individual Multiwall CNTs,8.00000,2.10000,3.80952,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,15.30000,15.30000,20200512,Density estimate of 2.1 g/cm3,2001.0,Arc-discharge,As-is,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2001 Reliability and current carrying capacity of carbon nanotubes,0.903089987,0.3222192947,0.5808706923,,,,,,1.1846914308,,,,,,Four-probe,Air,Si/SiO2,10.00000,54000000000000.00000,25714285.71429,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2.50000,2.50000,"(NOTE:J max at 250 C temperature, RT values expected to be lower by one or two orders",yes,,13.73239,,,,15.30000,1.18469,,CNT,sub-micron,0.40,sub-mm
Individual Multiwall CNTs,Not Reported/ Can not calculate,2.10000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,14.00000,14.00000,20200514,Density estimated 2.1 g/cm3,2001.0,Not Reported/ Can not calculate,As-is,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,3165.38842,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2001 Thermal Transport Measurements of Individual Multiwalled Nanotubes P.,,0.3222192947,,,,,,,1.1461280357,,3.500427009,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,14.00000,1.14613,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Individual Bundle,Not Reported/ Can not calculate,1.10000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200514,"small bundle, density estimated 1.1 g/cm3",2001.0,Not Reported/ Can not calculate,As-is,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1299.37735,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2001 Thermal Transport Measurements of Individual Multiwalled Nanotubes P.,,0.0413926852,,,,,,,,,3.1137352938,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Individual Bundle,Not Reported/ Can not calculate,1.10000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200514,"Big bundle, density estimated 1.1 g/cm3",2001.0,Not Reported/ Can not calculate,As-is,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,332.88795,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2001 Thermal Transport Measurements of Individual Multiwalled Nanotubes P.,,0.0413926852,,,,,,,,,2.5222980755,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Individual Multiwall CNTs,0.50000,2.10000,0.23810,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,8.00000,8.00000,20200518,"values estiamted, density estimated 2.1 g/cm3",2001.0,Arc-discharge,As-is,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2001_Current saturation and electrical breakdown in multiwalled carbon nanotubes,-0.3010299957,0.3222192947,-0.6232492904,,,,,,0.903089987,,,,,,Four-probe,Air,Si/SiO2,0.17000,3400000000000.00000,1619047.61905,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.20000,0.20000,,yes,,12.53148,,,,8.00000,0.90309,,CNT,sub-micron,-0.70,sub-mm
Individual Multiwall CNTs,0.30000,2.10000,0.14286,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,14.00000,14.00000,20200518,"values estiamted, density estimated 2.1 g/cm3",2001.0,Arc-discharge,As-is,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2001_Current saturation and electrical breakdown in multiwalled carbon nanotubes,-0.5228787453,0.3222192947,-0.84509804,,,,,,1.1461280357,,,,,,Four-probe,Air,Si/SiO2,0.21000,1360000000000.00000,647619.04762,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Vacuum,Si/SiO2,0.23500,1530000000000.00000,728571.42857,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.20000,0.20000,,yes,,12.13354,12.18469,,,14.00000,1.14613,,CNT,sub-micron,-0.70,sub-mm
Individual FWCNT,142.00000,2.80000,50.71429,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.00000,1.00000,20200512,"1 nm diameter, 9kOhm/microm,  density estimated from plot ",2002.0,Not Reported/ Can not calculate,As-is,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2002 Single-Walled Carbon Nanotube Electronics,2.1522883444,0.4471580313,1.705130313,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1.00000,0.0,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Individual FWCNT,53.00000,1.47000,36.05442,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2.00000,2.00000,20200512,"2 nm diameter, 6kOhm/microm,  density estimated from plot ",2002.0,Not Reported/ Can not calculate,As-is,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2002 Single-Walled Carbon Nanotube Electronics,1.7242758696,0.1673173347,1.5569585349,,,,,,0.3010299957,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2.00000,0.30103,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Individual FWCNT,200.00000,2.80000,71.42857,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.00000,1.00000,20200512,"1 nm diameter, 6kOhm/microm, density estimated from plot ",2002.0,Not Reported/ Can not calculate,As-is,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2002 Single-Walled Carbon Nanotube Electronics,2.3010299957,0.4471580313,1.8538719643,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1.00000,0.0,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned multiwall CNTs,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,40--100,70.00000,20200514,,2002.0,Chemical Vapor Deposition,As-is,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,15.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,"2002 Thermal conductivity of multiwalled carbon nanotubes
Da",,,,,,,,,1.84509804,,1.1760912591,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,70.00000,1.8451,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,0.81200,0.90000,0.90222,6.00000,4,Raman G peak anisotropy,33,X ray ,4.80000,514.5,0.33634,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.30000,1.30000,20200406,"Magnetic field aligned buckypaper, had to calculate out their ""density correction factor"" ",2003.0,Aligned Buckypaper,Annealed,,,Unsorted,Not Reported/ Can not calculate,1590.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,3.52947,2.48622,2.00048,1.22572,0.92316,0.37131,0.46147,2003 Magnetically aligned single wall carbon nanotube films: preferred orientation and anisotropic,-0.0904439708,-0.0457574906,-0.0446864802,,,,0.6812412374,-0.4732172462,0.1139433523,,,-0.4302638206,-0.3358587471,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1.30000,0.11394,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,0.10989,0.60000,0.18315,8.00000,3,Raman G peak anisotropy,34,X ray,4.80000,514.5,0.33634,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.30000,1.30000,20200406,Magnetic fiewld aligned buckypaper ,2003.0,Aligned Buckypaper,Annealed,,,Unsorted,Not Reported/ Can not calculate,1590.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2003 Magnetically aligned single wall carbon nanotube films: preferred orientation and anisotropic,-0.9590413923,-0.2218487496,-0.7371926427,,,,0.6812412374,-0.4732172462,0.1139433523,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1.30000,0.11394,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.13000,0.90000,0.14444,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200511,"Olium exposed, wahed out",2003.0,Buckypaper,Acid Doped,H2SO4,0.09000,Unsorted ,Not Reported/ Can not calculate,1597.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2003 Single-Wall Carbon Nanotube Films,-0.8860566477,-0.0457574906,-0.8402991571,,,,,,,,,,,-1.0457574906,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.09000,0.90000,0.10000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,30.00000,0.03333,8.00000,2.70000,0.00333,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200511,"Olium exposed, wahed out, heat treated ",2003.0,Buckypaper,Undoped,,,Unsorted ,Not Reported/ Can not calculate,1593.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2003 Single-Wall Carbon Nanotube Films,-1.0457574906,-0.0457574906,-1.0,1.4771212547,-1.4771212547,0.903089987,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,0.01799,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200513,Annealed 76% stretch,2004.0,Liquid Extrusion ,Annealed,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,13.47169,0.51114,0.09430,0.01104,0.00556,0.01087,0.05893,2004 Correlation of properties with preferred orientation in coagulated and stretch-aligned single-wall carbon nanotubes,-1.7448809462,,,,,,,,,,,-1.9636586255,-1.229641015,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200513,Annealed 58.4% stretch,2004.0,Liquid Extrusion ,Annealed,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,10.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2004 Correlation of properties with preferred orientation in coagulated and stretch-aligned single-wall carbon nanotubes,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200513,Annealed 21.5% stretch,2004.0,Liquid Extrusion ,Annealed,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,4.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2004 Correlation of properties with preferred orientation in coagulated and stretch-aligned single-wall carbon nanotubes,,,,,,,,,,,0.6020599913,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not clear what fibers they are referring to,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,11,SEM FFT,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not clear what fibers they are referring to,Not clear what fibers they are referring to,Not clear what fibers they are referring to,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.6--3.5,2.55000,20200510,Floating Cat,2004.0,Floating Catalyst,As-is,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2004 Direct Spinning of Carbon Nanotube Fibers from Chemical Vapor Deposition Synthesis,,,,,,,,,0.4065401804,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2.55000,0.40654,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.35000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,11.00000,Not Reported/ Can not calculate,0.66000,3.85000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200511,SoCL2 Doped HipCo,2004.0,Buckypaper,Doped,SOCl2,0.07000,Unsorted ,Not Reported/ Can not calculate,1606.50000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.27102,1.27102,1.19213,0.96860,0.99415,0.78217,0.83393,2004 Effect of SOCl2 Treatment on Electrical and Mechanical Properties of Single-Wall Carbon Nanotube Networks,-0.4559319556,,,1.0413926852,,-0.1804560645,,,,,,-0.1067010761,-0.0788725228,-1.15490196,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.07000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,37.00000,Not Reported/ Can not calculate,0.95000,2.59000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200511,Pristine HipCo,2004.0,Buckypaper,As-is,,,Unsorted ,Not Reported/ Can not calculate,1587.70000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2.49838,2.49838,2.02012,1.11729,0.99415,0.39792,0.49212,2004 Effect of SOCl2 Treatment on Electrical and Mechanical Properties of Single-Wall Carbon Nanotube Networks,-1.15490196,,,1.5682017241,,-0.0222763947,,,,,,-0.4002077918,-0.3079258129,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.12000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200511,SoCL2 Doped Laser Ablation,2004.0,Buckypaper,Doped,SOCl2,0.03700,Unsorted ,Not Reported/ Can not calculate,1598.50000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2004 Effect of SOCl2 Treatment on Electrical and Mechanical Properties of Single-Wall Carbon Nanotube Networks,-0.920818754,,,,,,,,,,,,,-1.4317982759,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
